"","Station","Date","TRP","TPO4","Month","Day","Time","Year","Hour","Minute","RANK","PERCENT_RANK","Scaled_Value","24_hour_mean","Diff_24_hour_mean","Percent difference from daily mean","date","Flow","Season","Flow Category"
"2164","G381",2014-07-26,3,8,"Jul",26,5.78333333333333,2014,5,47,3,0.5,0.727272727272727,8.625,-0.625,-7.2463768115942,2014-07-26 04:47:20,359.65,"Wet Season","250-500 (cfs)"
"2165","G381",2014-07-26,3,7,"Jul",26,8.78333333333333,2014,8,47,1,0.125,0.636363636363636,8.625,-1.625,-18.8405797101449,2014-07-26 07:47:00,577.79,"Wet Season","500-1000 (cfs)"
"2166","G381",2014-07-26,0,9,"Jul",26,11.7833333333333,2014,11,47,5,0.875,0.818181818181818,8.625,0.375,4.34782608695652,2014-07-26 10:47:00,527.78,"Wet Season","500-1000 (cfs)"
"2167","G381",2014-07-26,0,9,"Jul",26,11.7833333333333,2014,11,47,5,0.875,0.818181818181818,8.625,0.375,4.34782608695652,2014-07-26 10:47:14,359.65,"Wet Season","250-500 (cfs)"
"2168","G381",2014-07-26,1,8,"Jul",26,14.7833333333333,2014,14,47,4,0.5,0.727272727272727,8.625,-0.625,-7.2463768115942,2014-07-26 13:47:00,498.36,"Wet Season","250-500 (cfs)"
"2169","G381",2014-07-26,1,8,"Jul",26,14.7833333333333,2014,14,47,4,0.5,0.727272727272727,8.625,-0.625,-7.2463768115942,2014-07-26 13:46:36,495.59,"Wet Season","250-500 (cfs)"
"2170","G381",2014-07-26,-1,9,"Jul",26,17.7833333333333,2014,17,47,6,0.875,0.818181818181818,8.625,0.375,4.34782608695652,2014-07-26 16:47:00,309.92,"Wet Season","250-500 (cfs)"
"2171","G381",2014-07-26,0,9,"Jul",26,20.7833333333333,2014,20,47,7,0.875,0.818181818181818,8.625,0.375,4.34782608695652,2014-07-26 19:47:00,250.29,"Wet Season","250-500 (cfs)"
"2172","G381",2014-07-26,0,11,"Jul",26,23.7833333333333,2014,23,47,8,1,1,8.625,2.375,27.536231884058,2014-07-26 22:47:00,258.85,"Wet Season","250-500 (cfs)"
"2173","G381",2014-07-27,1,7,"Jul",27,2.78333333333333,2014,2,47,1,0.25,0.7,8.25,-1.25,-15.1515151515152,2014-07-27 01:47:00,44.22,"Wet Season","1-100 (cfs)"
"2174","G381",2014-07-27,2,9,"Jul",27,5.78333333333333,2014,5,47,6,0.875,0.9,8.25,0.75,9.09090909090909,2014-07-27 04:47:00,439.54,"Wet Season","250-500 (cfs)"
"2175","G381",2014-07-27,2,9,"Jul",27,5.78333333333333,2014,5,47,6,0.875,0.9,8.25,0.75,9.09090909090909,2014-07-27 04:47:23,436.62,"Wet Season","250-500 (cfs)"
"2176","G381",2014-07-27,-3,8,"Jul",27,8.78333333333333,2014,8,47,3,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 07:47:00,280.58,"Wet Season","250-500 (cfs)"
"2177","G381",2014-07-27,0,10,"Jul",27,11.7833333333333,2014,11,47,8,1,1,8.25,1.75,21.2121212121212,2014-07-27 10:47:00,427.21,"Wet Season","250-500 (cfs)"
"2178","G381",2014-07-27,0,8,"Jul",27,14.7833333333333,2014,14,47,4,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 13:47:00,206.14,"Wet Season","100-250 (cfs)"
"2179","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:47:00,298.09,"Wet Season","250-500 (cfs)"
"2180","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:46:44,280.32,"Wet Season","250-500 (cfs)"
"2181","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:46:45,281.54,"Wet Season","250-500 (cfs)"
"2182","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:46:46,279.95,"Wet Season","250-500 (cfs)"
"2183","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:46:56,287.63,"Wet Season","250-500 (cfs)"
"2184","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:47:15,308.8,"Wet Season","250-500 (cfs)"
"2185","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:47:18,328.87,"Wet Season","250-500 (cfs)"
"2186","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:47:19,350.35,"Wet Season","250-500 (cfs)"
"2187","G381",2014-07-27,0,8,"Jul",27,17.7833333333333,2014,17,47,5,0.625,0.8,8.25,-0.25,-3.03030303030303,2014-07-27 16:47:25,373.38,"Wet Season","250-500 (cfs)"
"2188","G381",2014-07-27,0,7,"Jul",27,20.7833333333333,2014,20,47,2,0.25,0.7,8.25,-1.25,-15.1515151515152,2014-07-27 19:47:00,142.09,"Wet Season","100-250 (cfs)"
"2189","G381",2014-07-27,0,9,"Jul",27,23.7833333333333,2014,23,47,7,0.875,0.9,8.25,0.75,9.09090909090909,2014-07-27 22:47:00,395.19,"Wet Season","250-500 (cfs)"
"2190","G381",2014-07-28,1,7,"Jul",28,2.78333333333333,2014,2,47,2,0.375,0.583333333333333,8.125,-1.125,-13.8461538461538,2014-07-28 01:47:00,110.24,"Wet Season","100-250 (cfs)"
"2191","G381",2014-07-28,0,6,"Jul",28,5.78333333333333,2014,5,47,1,0.125,0.5,8.125,-2.125,-26.1538461538462,2014-07-28 04:47:00,405.77,"Wet Season","250-500 (cfs)"
"2192","G381",2014-07-28,0,8,"Jul",28,8.78333333333333,2014,8,47,4,0.75,0.666666666666667,8.125,-0.125,-1.53846153846154,2014-07-28 07:47:00,200.39,"Wet Season","100-250 (cfs)"
"2193","G381",2014-07-28,NA,12,"Jul",28,11.7833333333333,2014,11,47,8,1,1,8.125,3.875,47.6923076923077,2014-07-28 10:47:00,229.66,"Wet Season","100-250 (cfs)"
"2194","G381",2014-07-28,0,9,"Jul",28,14.7833333333333,2014,14,47,7,0.875,0.75,8.125,0.875,10.7692307692308,2014-07-28 13:47:00,235.79,"Wet Season","100-250 (cfs)"
"2195","G381",2014-07-28,0,7,"Jul",28,17.7833333333333,2014,17,47,3,0.375,0.583333333333333,8.125,-1.125,-13.8461538461538,2014-07-28 16:47:00,192.86,"Wet Season","100-250 (cfs)"
"2196","G381",2014-07-28,0,8,"Jul",28,20.7833333333333,2014,20,47,5,0.75,0.666666666666667,8.125,-0.125,-1.53846153846154,2014-07-28 19:47:00,174.07,"Wet Season","100-250 (cfs)"
"2197","G381",2014-07-28,0,8,"Jul",28,23.7833333333333,2014,23,47,6,0.75,0.666666666666667,8.125,-0.125,-1.53846153846154,2014-07-28 22:47:00,162.09,"Wet Season","100-250 (cfs)"
"2198","G381",2014-08-01,0,9,"Aug",1,2.78333333333333,2014,2,47,3,0.5,0.692307692307692,10,-1,-10,2014-08-01 01:47:00,72.5,"Wet Season","1-100 (cfs)"
"2199","G381",2014-08-01,0,9,"Aug",1,5.78333333333333,2014,5,47,4,0.5,0.692307692307692,10,-1,-10,2014-08-01 04:47:00,98.74,"Wet Season","1-100 (cfs)"
"2200","G381",2014-08-01,0,8,"Aug",1,8.78333333333333,2014,8,47,2,0.25,0.615384615384615,10,-2,-20,2014-08-01 07:47:00,106.26,"Wet Season","100-250 (cfs)"
"2201","G381",2014-08-01,1,13,"Aug",1,11.7833333333333,2014,11,47,8,1,1,10,3,30,2014-08-01 10:47:00,162.28,"Wet Season","100-250 (cfs)"
"2202","G381",2014-08-01,1,12,"Aug",1,14.7833333333333,2014,14,47,7,0.875,0.923076923076923,10,2,20,2014-08-01 13:47:00,99.83,"Wet Season","1-100 (cfs)"
"2203","G381",2014-08-01,0,11,"Aug",1,17.7833333333333,2014,17,47,5,0.75,0.846153846153846,10,1,10,2014-08-01 16:47:00,87.8,"Wet Season","1-100 (cfs)"
"2204","G381",2014-08-01,0,7,"Aug",1,20.7833333333333,2014,20,47,1,0.125,0.538461538461538,10,-3,-30,2014-08-01 19:47:00,78.79,"Wet Season","1-100 (cfs)"
"2205","G381",2014-08-01,0,11,"Aug",1,23.7833333333333,2014,23,47,6,0.75,0.846153846153846,10,1,10,2014-08-01 22:47:00,71.12,"Wet Season","1-100 (cfs)"
"2206","G381",2014-08-02,0,9,"Aug",2,2.78333333333333,2014,2,47,1,0.25,0.818181818181818,10.25,-1.25,-12.1951219512195,2014-08-02 01:47:00,64.55,"Wet Season","1-100 (cfs)"
"2207","G381",2014-08-02,1,10,"Aug",2,5.78333333333333,2014,5,47,3,0.5,0.909090909090909,10.25,-0.25,-2.4390243902439,2014-08-02 04:47:00,102.62,"Wet Season","100-250 (cfs)"
"2208","G381",2014-08-02,-1,9,"Aug",2,8.78333333333333,2014,8,47,2,0.25,0.818181818181818,10.25,-1.25,-12.1951219512195,2014-08-02 07:47:00,111.63,"Wet Season","100-250 (cfs)"
"2209","G381",2014-08-02,0,11,"Aug",2,11.7833333333333,2014,11,47,5,1,1,10.25,0.75,7.31707317073171,2014-08-02 10:47:00,169.5,"Wet Season","100-250 (cfs)"
"2210","G381",2014-08-02,0,11,"Aug",2,14.7833333333333,2014,14,47,6,1,1,10.25,0.75,7.31707317073171,2014-08-02 13:47:00,296.27,"Wet Season","250-500 (cfs)"
"2211","G381",2014-08-02,1,11,"Aug",2,17.7833333333333,2014,17,47,7,1,1,10.25,0.75,7.31707317073171,2014-08-02 16:47:00,191.86,"Wet Season","100-250 (cfs)"
"2212","G381",2014-08-02,0,11,"Aug",2,20.7833333333333,2014,20,47,8,1,1,10.25,0.75,7.31707317073171,2014-08-02 19:47:00,197.66,"Wet Season","100-250 (cfs)"
"2213","G381",2014-08-02,3,10,"Aug",2,23.7833333333333,2014,23,47,4,0.5,0.909090909090909,10.25,-0.25,-2.4390243902439,2014-08-02 22:47:00,293.85,"Wet Season","250-500 (cfs)"
"2214","G381",2014-08-03,0,9,"Aug",3,2.78333333333333,2014,2,47,1,0.125,0.642857142857143,11.875,-2.875,-24.2105263157895,2014-08-03 01:47:00,265.1,"Wet Season","250-500 (cfs)"
"2215","G381",2014-08-03,0,14,"Aug",3,5.78333333333333,2014,5,47,7,1,1,11.875,2.125,17.8947368421053,2014-08-03 04:47:00,367.85,"Wet Season","250-500 (cfs)"
"2216","G381",2014-08-03,0,10,"Aug",3,8.78333333333333,2014,8,47,2,0.25,0.714285714285714,11.875,-1.875,-15.7894736842105,2014-08-03 07:47:00,180.55,"Wet Season","100-250 (cfs)"
"2217","G381",2014-08-03,0,10,"Aug",3,8.78333333333333,2014,8,47,2,0.25,0.714285714285714,11.875,-1.875,-15.7894736842105,2014-08-03 07:46:35,180.8,"Wet Season","100-250 (cfs)"
"2218","G381",2014-08-03,0,14,"Aug",3,11.7833333333333,2014,11,47,8,1,1,11.875,2.125,17.8947368421053,2014-08-03 10:47:00,489.83,"Wet Season","250-500 (cfs)"
"2219","G381",2014-08-03,0,12,"Aug",3,14.7833333333333,2014,14,47,4,0.625,0.857142857142857,11.875,0.125,1.05263157894737,2014-08-03 13:47:00,440.65,"Wet Season","250-500 (cfs)"
"2220","G381",2014-08-03,0,11,"Aug",3,17.7833333333333,2014,17,47,3,0.375,0.785714285714286,11.875,-0.875,-7.36842105263158,2014-08-03 16:47:00,469.8,"Wet Season","250-500 (cfs)"
"2221","G381",2014-08-03,0,13,"Aug",3,20.7833333333333,2014,20,47,6,0.75,0.928571428571429,11.875,1.125,9.47368421052632,2014-08-03 19:47:00,386.25,"Wet Season","250-500 (cfs)"
"2222","G381",2014-08-03,0,12,"Aug",3,23.7833333333333,2014,23,47,5,0.625,0.857142857142857,11.875,0.125,1.05263157894737,2014-08-03 22:47:00,356.25,"Wet Season","250-500 (cfs)"
"2223","G381",2014-08-06,-2,10,"Aug",6,2,2014,2,0,1,0.25,0.476190476190476,14.375,-4.375,-30.4347826086957,2014-08-06 02:00:00,35.97,"Wet Season","1-100 (cfs)"
"2224","G381",2014-08-06,2,10,"Aug",6,5,2014,5,0,2,0.25,0.476190476190476,14.375,-4.375,-30.4347826086957,2014-08-06 05:00:00,651.33,"Wet Season","500-1000 (cfs)"
"2225","G381",2014-08-06,-1,12,"Aug",6,8,2014,8,0,3,0.375,0.571428571428571,14.375,-2.375,-16.5217391304348,2014-08-06 08:00:00,876.17,"Wet Season","500-1000 (cfs)"
"2226","G381",2014-08-06,0,16,"Aug",6,11,2014,11,0,6,0.75,0.761904761904762,14.375,1.625,11.304347826087,2014-08-06 11:00:00,966.58,"Wet Season","500-1000 (cfs)"
"2227","G381",2014-08-06,0,18,"Aug",6,14,2014,14,0,7,0.875,0.857142857142857,14.375,3.625,25.2173913043478,2014-08-06 14:00:00,982.34,"Wet Season","500-1000 (cfs)"
"2228","G381",2014-08-06,2,13,"Aug",6,17,2014,17,0,4,0.5,0.619047619047619,14.375,-1.375,-9.56521739130435,2014-08-06 17:00:00,897.31,"Wet Season","500-1000 (cfs)"
"2229","G381",2014-08-06,0,21,"Aug",6,20,2014,20,0,8,1,1,14.375,6.625,46.0869565217391,2014-08-06 20:00:00,849.61,"Wet Season","500-1000 (cfs)"
"2230","G381",2014-08-06,0,15,"Aug",6,23,2014,23,0,5,0.625,0.714285714285714,14.375,0.625,4.34782608695652,2014-08-06 23:00:00,819.47,"Wet Season","500-1000 (cfs)"
"2231","G381",2014-08-07,0,12,"Aug",7,2,2014,2,0,3,0.857142857142857,0.8,11.7142857142857,0.285714285714286,2.43902439024391,2014-08-07 02:00:00,774.21,"Wet Season","500-1000 (cfs)"
"2232","G381",2014-08-07,0,11,"Aug",7,5,2014,5,0,2,0.285714285714286,0.733333333333333,11.7142857142857,-0.714285714285714,-6.09756097560975,2014-08-07 05:00:00,871.82,"Wet Season","500-1000 (cfs)"
"2233","G381",2014-08-07,0,12,"Aug",7,8,2014,8,0,4,0.857142857142857,0.8,11.7142857142857,0.285714285714286,2.43902439024391,2014-08-07 08:00:00,929.05,"Wet Season","500-1000 (cfs)"
"2234","G381",2014-08-07,0,15,"Aug",7,11,2014,11,0,7,1,1,11.7142857142857,3.28571428571429,28.0487804878049,2014-08-07 11:00:00,973.42,"Wet Season","500-1000 (cfs)"
"2235","G381",2014-08-07,2,12,"Aug",7,17,2014,17,0,5,0.857142857142857,0.8,11.7142857142857,0.285714285714286,2.43902439024391,2014-08-07 17:00:00,1049,"Wet Season","1000+ (cfs)"
"2236","G381",2014-08-07,0,8,"Aug",7,20,2014,20,0,1,0.142857142857143,0.533333333333333,11.7142857142857,-3.71428571428571,-31.7073170731707,2014-08-07 20:00:00,1046.8,"Wet Season","1000+ (cfs)"
"2237","G381",2014-08-07,0,12,"Aug",7,23,2014,23,0,6,0.857142857142857,0.8,11.7142857142857,0.285714285714286,2.43902439024391,2014-08-07 23:00:00,1039.87,"Wet Season","1000+ (cfs)"
"2238","G381",2014-08-08,0,10,"Aug",8,2,2014,2,0,2,0.375,0.714285714285714,10.875,-0.875,-8.04597701149425,2014-08-08 02:00:00,1044.8,"Wet Season","1000+ (cfs)"
"2239","G381",2014-08-08,0,9,"Aug",8,5,2014,5,0,1,0.125,0.642857142857143,10.875,-1.875,-17.2413793103448,2014-08-08 05:00:00,1051.65,"Wet Season","1000+ (cfs)"
"2240","G381",2014-08-08,0,11,"Aug",8,8,2014,8,0,4,0.875,0.785714285714286,10.875,0.125,1.14942528735632,2014-08-08 08:00:00,1069.38,"Wet Season","1000+ (cfs)"
"2241","G381",2014-08-08,0,14,"Aug",8,11,2014,11,0,8,1,1,10.875,3.125,28.735632183908,2014-08-08 11:00:00,1069.25,"Wet Season","1000+ (cfs)"
"2242","G381",2014-08-08,0,10,"Aug",8,14,2014,14,0,3,0.375,0.714285714285714,10.875,-0.875,-8.04597701149425,2014-08-08 14:00:00,1042.34,"Wet Season","1000+ (cfs)"
"2243","G381",2014-08-08,0,11,"Aug",8,17,2014,17,0,5,0.875,0.785714285714286,10.875,0.125,1.14942528735632,2014-08-08 17:00:00,991.09,"Wet Season","500-1000 (cfs)"
"2244","G381",2014-08-08,-2,11,"Aug",8,20,2014,20,0,6,0.875,0.785714285714286,10.875,0.125,1.14942528735632,2014-08-08 20:00:00,1014.24,"Wet Season","1000+ (cfs)"
"2245","G381",2014-08-08,0,11,"Aug",8,23,2014,23,0,7,0.875,0.785714285714286,10.875,0.125,1.14942528735632,2014-08-08 23:00:00,1030.13,"Wet Season","1000+ (cfs)"
"2246","G381",2014-08-09,0,11,"Aug",9,2,2014,2,0,1,0.5,0.846153846153846,11.875,-0.875,-7.36842105263158,2014-08-09 02:00:00,1054.89,"Wet Season","1000+ (cfs)"
"2247","G381",2014-08-09,0,13,"Aug",9,5,2014,5,0,6,1,1,11.875,1.125,9.47368421052632,2014-08-09 05:00:00,1056.72,"Wet Season","1000+ (cfs)"
"2248","G381",2014-08-09,0,11,"Aug",9,8,2014,8,0,2,0.5,0.846153846153846,11.875,-0.875,-7.36842105263158,2014-08-09 08:00:00,1041.5,"Wet Season","1000+ (cfs)"
"2249","G381",2014-08-09,3,12,"Aug",9,11,2014,11,0,5,0.625,0.923076923076923,11.875,0.125,1.05263157894737,2014-08-09 11:00:00,1020.66,"Wet Season","1000+ (cfs)"
"2250","G381",2014-08-09,2,13,"Aug",9,14,2014,14,0,7,1,1,11.875,1.125,9.47368421052632,2014-08-09 14:00:00,1041.21,"Wet Season","1000+ (cfs)"
"2251","G381",2014-08-09,1,11,"Aug",9,17,2014,17,0,3,0.5,0.846153846153846,11.875,-0.875,-7.36842105263158,2014-08-09 17:00:00,1058.03,"Wet Season","1000+ (cfs)"
"2252","G381",2014-08-09,1,13,"Aug",9,20,2014,20,0,8,1,1,11.875,1.125,9.47368421052632,2014-08-09 20:00:00,1079.01,"Wet Season","1000+ (cfs)"
"2253","G381",2014-08-09,0,11,"Aug",9,23,2014,23,0,4,0.5,0.846153846153846,11.875,-0.875,-7.36842105263158,2014-08-09 23:00:00,1053.53,"Wet Season","1000+ (cfs)"
"2254","G381",2014-08-10,0,10,"Aug",10,2,2014,2,0,3,0.5,0.666666666666667,10.875,-0.875,-8.04597701149425,2014-08-10 02:00:00,1096.64,"Wet Season","1000+ (cfs)"
"2255","G381",2014-08-10,0,8,"Aug",10,5,2014,5,0,1,0.125,0.533333333333333,10.875,-2.875,-26.4367816091954,2014-08-10 05:00:00,1128.74,"Wet Season","1000+ (cfs)"
"2256","G381",2014-08-10,NA,11,"Aug",10,8,2014,8,0,5,0.75,0.733333333333333,10.875,0.125,1.14942528735632,2014-08-10 08:00:00,1154.53,"Wet Season","1000+ (cfs)"
"2257","G381",2014-08-10,0,11,"Aug",10,11,2014,11,0,6,0.75,0.733333333333333,10.875,0.125,1.14942528735632,2014-08-10 11:00:00,1170.75,"Wet Season","1000+ (cfs)"
"2258","G381",2014-08-10,0,15,"Aug",10,14,2014,14,0,8,1,1,10.875,4.125,37.9310344827586,2014-08-10 14:00:00,1188.57,"Wet Season","1000+ (cfs)"
"2259","G381",2014-08-10,0,13,"Aug",10,17,2014,17,0,7,0.875,0.866666666666667,10.875,2.125,19.5402298850575,2014-08-10 17:00:00,1187.87,"Wet Season","1000+ (cfs)"
"2260","G381",2014-08-10,0,10,"Aug",10,20,2014,20,0,4,0.5,0.666666666666667,10.875,-0.875,-8.04597701149425,2014-08-10 20:00:00,1172.09,"Wet Season","1000+ (cfs)"
"2261","G381",2014-08-10,2,9,"Aug",10,23,2014,23,0,2,0.25,0.6,10.875,-1.875,-17.2413793103448,2014-08-10 23:00:00,1143.75,"Wet Season","1000+ (cfs)"
"2262","G381",2014-08-11,0,10,"Aug",11,2,2014,2,0,3,0.5,0.769230769230769,10.375,-0.375,-3.6144578313253,2014-08-11 02:00:00,1153.92,"Wet Season","1000+ (cfs)"
"2263","G381",2014-08-11,0,7,"Aug",11,5,2014,5,0,1,0.25,0.538461538461538,10.375,-3.375,-32.5301204819277,2014-08-11 05:00:00,1203.81,"Wet Season","1000+ (cfs)"
"2264","G381",2014-08-11,2,12,"Aug",11,8,2014,8,0,5,0.875,0.923076923076923,10.375,1.625,15.6626506024096,2014-08-11 08:00:00,1158.8,"Wet Season","1000+ (cfs)"
"2265","G381",2014-08-11,0,13,"Aug",11,11,2014,11,0,8,1,1,10.375,2.625,25.3012048192771,2014-08-11 11:00:00,1069.59,"Wet Season","1000+ (cfs)"
"2266","G381",2014-08-11,0,13,"Aug",11,11,2014,11,0,8,1,1,10.375,2.625,25.3012048192771,2014-08-11 11:00:01,359.65,"Wet Season","250-500 (cfs)"
"2267","G381",2014-08-11,0,12,"Aug",11,14,2014,14,0,6,0.875,0.923076923076923,10.375,1.625,15.6626506024096,2014-08-11 14:00:00,936.32,"Wet Season","500-1000 (cfs)"
"2268","G381",2014-08-11,0,12,"Aug",11,14,2014,14,0,6,0.875,0.923076923076923,10.375,1.625,15.6626506024096,2014-08-11 13:59:55,929.64,"Wet Season","500-1000 (cfs)"
"2269","G381",2014-08-11,2,12,"Aug",11,17,2014,17,0,7,0.875,0.923076923076923,10.375,1.625,15.6626506024096,2014-08-11 17:00:00,836.06,"Wet Season","500-1000 (cfs)"
"2270","G381",2014-08-11,0,10,"Aug",11,20,2014,20,0,4,0.5,0.769230769230769,10.375,-0.375,-3.6144578313253,2014-08-11 20:00:00,838.42,"Wet Season","500-1000 (cfs)"
"2271","G381",2014-08-11,0,7,"Aug",11,23,2014,23,0,2,0.25,0.538461538461538,10.375,-3.375,-32.5301204819277,2014-08-11 23:00:00,833.62,"Wet Season","500-1000 (cfs)"
"2272","G381",2014-08-12,0,10,"Aug",12,2,2014,2,0,3,0.625,0.769230769230769,10.375,-0.375,-3.6144578313253,2014-08-12 02:00:00,779.41,"Wet Season","500-1000 (cfs)"
"2273","G381",2014-08-12,0,10,"Aug",12,2,2014,2,0,3,0.625,0.769230769230769,10.375,-0.375,-3.6144578313253,2014-08-12 01:59:43,359.65,"Wet Season","250-500 (cfs)"
"2274","G381",2014-08-12,0,8,"Aug",12,5,2014,5,0,1,0.125,0.615384615384615,10.375,-2.375,-22.8915662650602,2014-08-12 05:00:00,778.55,"Wet Season","500-1000 (cfs)"
"2275","G381",2014-08-12,0,12,"Aug",12,8,2014,8,0,7,0.875,0.923076923076923,10.375,1.625,15.6626506024096,2014-08-12 08:00:00,956.23,"Wet Season","500-1000 (cfs)"
"2276","G381",2014-08-12,0,12,"Aug",12,8,2014,8,0,7,0.875,0.923076923076923,10.375,1.625,15.6626506024096,2014-08-12 08:00:00,956.23,"Wet Season","500-1000 (cfs)"
"2277","G381",2014-08-12,0,12,"Aug",12,8,2014,8,0,7,0.875,0.923076923076923,10.375,1.625,15.6626506024096,2014-08-12 08:00:18,359.65,"Wet Season","250-500 (cfs)"
"2278","G381",2014-08-12,0,11,"Aug",12,11,2014,11,0,6,0.75,0.846153846153846,10.375,0.625,6.02409638554217,2014-08-12 11:00:00,957.62,"Wet Season","500-1000 (cfs)"
"2279","G381",2014-08-12,0,13,"Aug",12,14,2014,14,0,8,1,1,10.375,2.625,25.3012048192771,2014-08-12 14:00:00,933.92,"Wet Season","500-1000 (cfs)"
"2280","G381",2014-08-12,0,13,"Aug",12,14,2014,14,0,8,1,1,10.375,2.625,25.3012048192771,2014-08-12 14:00:16,924.48,"Wet Season","500-1000 (cfs)"
"2281","G381",2014-08-12,0,9,"Aug",12,17,2014,17,0,2,0.25,0.692307692307692,10.375,-1.375,-13.2530120481928,2014-08-12 17:00:00,851.57,"Wet Season","500-1000 (cfs)"
"2282","G381",2014-08-12,0,10,"Aug",12,20,2014,20,0,4,0.625,0.769230769230769,10.375,-0.375,-3.6144578313253,2014-08-12 20:00:00,731.21,"Wet Season","500-1000 (cfs)"
"2283","G381",2014-08-12,0,10,"Aug",12,23,2014,23,0,5,0.625,0.769230769230769,10.375,-0.375,-3.6144578313253,2014-08-12 23:00:00,713.65,"Wet Season","500-1000 (cfs)"
"2284","G381",2014-08-13,0,10,"Aug",13,2,2014,2,0,2,0.625,0.833333333333333,10.5,-0.5,-4.76190476190476,2014-08-13 02:00:00,710.4,"Wet Season","500-1000 (cfs)"
"2285","G381",2014-08-13,0,9,"Aug",13,5,2014,5,0,1,0.125,0.75,10.5,-1.5,-14.2857142857143,2014-08-13 05:00:00,800.02,"Wet Season","500-1000 (cfs)"
"2286","G381",2014-08-13,0,10,"Aug",13,8,2014,8,0,3,0.625,0.833333333333333,10.5,-0.5,-4.76190476190476,2014-08-13 08:00:00,765.89,"Wet Season","500-1000 (cfs)"
"2287","G381",2014-08-13,1,12,"Aug",13,11,2014,11,0,7,1,1,10.5,1.5,14.2857142857143,2014-08-13 11:00:00,672.89,"Wet Season","500-1000 (cfs)"
"2288","G381",2014-08-13,0,11,"Aug",13,14,2014,14,0,6,0.75,0.916666666666667,10.5,0.5,4.76190476190476,2014-08-13 14:00:00,686.41,"Wet Season","500-1000 (cfs)"
"2289","G381",2014-08-13,0,12,"Aug",13,17,2014,17,0,8,1,1,10.5,1.5,14.2857142857143,2014-08-13 17:00:00,611.18,"Wet Season","500-1000 (cfs)"
"2290","G381",2014-08-13,0,12,"Aug",13,17,2014,17,0,8,1,1,10.5,1.5,14.2857142857143,2014-08-13 17:00:28,359.65,"Wet Season","250-500 (cfs)"
"2291","G381",2014-08-13,0,10,"Aug",13,20,2014,20,0,4,0.625,0.833333333333333,10.5,-0.5,-4.76190476190476,2014-08-13 20:00:00,593.2,"Wet Season","500-1000 (cfs)"
"2292","G381",2014-08-13,0,10,"Aug",13,23,2014,23,0,5,0.625,0.833333333333333,10.5,-0.5,-4.76190476190476,2014-08-13 23:00:00,588.12,"Wet Season","500-1000 (cfs)"
"2293","G381",2014-08-14,0,10,"Aug",14,2,2014,2,0,4,0.875,0.909090909090909,9.625,0.375,3.8961038961039,2014-08-14 02:00:00,565.94,"Wet Season","500-1000 (cfs)"
"2294","G381",2014-08-14,2,10,"Aug",14,5,2014,5,0,5,0.875,0.909090909090909,9.625,0.375,3.8961038961039,2014-08-14 05:00:00,663.75,"Wet Season","500-1000 (cfs)"
"2295","G381",2014-08-14,0,11,"Aug",14,8,2014,8,0,8,1,1,9.625,1.375,14.2857142857143,2014-08-14 08:00:00,604.14,"Wet Season","500-1000 (cfs)"
"2296","G381",2014-08-14,0,11,"Aug",14,8,2014,8,0,8,1,1,9.625,1.375,14.2857142857143,2014-08-14 08:00:06,608.37,"Wet Season","500-1000 (cfs)"
"2297","G381",2014-08-14,0,10,"Aug",14,11,2014,11,0,6,0.875,0.909090909090909,9.625,0.375,3.8961038961039,2014-08-14 11:00:00,481.88,"Wet Season","250-500 (cfs)"
"2298","G381",2014-08-14,0,9,"Aug",14,14,2014,14,0,2,0.375,0.818181818181818,9.625,-0.625,-6.49350649350649,2014-08-14 14:00:00,477.22,"Wet Season","250-500 (cfs)"
"2299","G381",2014-08-14,0,8,"Aug",14,17,2014,17,0,1,0.125,0.727272727272727,9.625,-1.625,-16.8831168831169,2014-08-14 17:00:00,470.2,"Wet Season","250-500 (cfs)"
"2300","G381",2014-08-14,0,9,"Aug",14,20,2014,20,0,3,0.375,0.818181818181818,9.625,-0.625,-6.49350649350649,2014-08-14 20:00:00,466.76,"Wet Season","250-500 (cfs)"
