"Station","Date","TRP","TPO4","Month","Day","Time","Year","Hour","Minute","RANK","PERCENT_RANK","Scaled_Value","24_hour_mean","Diff_24_hour_mean","Percent difference from daily mean","Flow","HLR","Season","Flow Category"
"G381",2013-04-07,0,24,"Apr",7,12.25,2013,12,15,3,0.375,0.827586206896552,26.25,-2.25,-8.57142857142857,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-07,0,28,"Apr",7,15.25,2013,15,15,6,0.875,0.96551724137931,26.25,1.75,6.66666666666667,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-07,1,28,"Apr",7,18.25,2013,18,15,7,0.875,0.96551724137931,26.25,1.75,6.66666666666667,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-07,1,23,"Apr",7,21.25,2013,21,15,1,0.125,0.793103448275862,26.25,-3.25,-12.3809523809524,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-08,0,24,"Apr",8,0.25,2013,0,15,2,0.25,0.827586206896552,25.875,-1.875,-7.2463768115942,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-08,0,22,"Apr",8,3.25,2013,3,15,1,0.125,0.758620689655172,25.875,-3.875,-14.975845410628,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-08,0,26,"Apr",8,6.25,2013,6,15,4,0.5,0.896551724137931,25.875,0.125,0.483091787439614,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-08,0,27,"Apr",8,9.25,2013,9,15,5,0.875,0.931034482758621,25.875,1.125,4.34782608695652,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-08,2,27,"Apr",8,12.25,2013,12,15,6,0.875,0.931034482758621,25.875,1.125,4.34782608695652,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-08,2,29,"Apr",8,15.25,2013,15,15,8,1,1,25.875,3.125,12.0772946859903,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-08,0,27,"Apr",8,18.25,2013,18,15,7,0.875,0.931034482758621,25.875,1.125,4.34782608695652,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-08,0,25,"Apr",8,21.25,2013,21,15,3,0.375,0.862068965517241,25.875,-0.875,-3.38164251207729,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-09,0,24,"Apr",9,0.25,2013,0,15,1,0.375,0.8,25.625,-1.625,-6.34146341463415,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-09,1,24,"Apr",9,3.25,2013,3,15,2,0.375,0.8,25.625,-1.625,-6.34146341463415,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-09,0,25,"Apr",9,6.25,2013,6,15,4,0.75,0.833333333333333,25.625,-0.625,-2.4390243902439,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-09,0,30,"Apr",9,9.25,2013,9,15,8,1,1,25.625,4.375,17.0731707317073,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-09,0,28,"Apr",9,12.25,2013,12,15,7,0.875,0.933333333333333,25.625,2.375,9.26829268292683,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-09,2,25,"Apr",9,15.25,2013,15,15,5,0.75,0.833333333333333,25.625,-0.625,-2.4390243902439,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-09,0,25,"Apr",9,18.25,2013,18,15,6,0.75,0.833333333333333,25.625,-0.625,-2.4390243902439,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-09,0,24,"Apr",9,21.25,2013,21,15,3,0.375,0.8,25.625,-1.625,-6.34146341463415,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-10,0,24,"Apr",10,0.25,2013,0,15,1,0.25,0.857142857142857,25.75,-1.75,-6.79611650485437,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-10,0,24,"Apr",10,3.25,2013,3,15,2,0.25,0.857142857142857,25.75,-1.75,-6.79611650485437,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-10,2,25,"Apr",10,6.25,2013,6,15,3,0.5,0.892857142857143,25.75,-0.75,-2.9126213592233,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-10,0,25,"Apr",10,9.25,2013,9,15,4,0.5,0.892857142857143,25.75,-0.75,-2.9126213592233,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-10,1,26,"Apr",10,12.25,2013,12,15,5,0.75,0.928571428571429,25.75,0.25,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-10,2,28,"Apr",10,15.25,2013,15,15,7,1,1,25.75,2.25,8.7378640776699,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-10,3,28,"Apr",10,18.25,2013,18,15,8,1,1,25.75,2.25,8.7378640776699,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-10,1,26,"Apr",10,21.25,2013,21,15,6,0.75,0.928571428571429,25.75,0.25,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-11,1,25,"Apr",11,0.25,2013,0,15,2,0.75,0.862068965517241,25.625,-0.625,-2.4390243902439,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-11,0,22,"Apr",11,3.25,2013,3,15,1,0.125,0.758620689655172,25.625,-3.625,-14.1463414634146,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-11,1,25,"Apr",11,6.25,2013,6,15,3,0.75,0.862068965517241,25.625,-0.625,-2.4390243902439,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-11,2,25,"Apr",11,9.25,2013,9,15,4,0.75,0.862068965517241,25.625,-0.625,-2.4390243902439,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-11,0,25,"Apr",11,12.25,2013,12,15,5,0.75,0.862068965517241,25.625,-0.625,-2.4390243902439,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-11,2,29,"Apr",11,15.25,2013,15,15,7,1,1,25.625,3.375,13.1707317073171,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-11,2,29,"Apr",11,18.25,2013,18,15,8,1,1,25.625,3.375,13.1707317073171,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-11,2,25,"Apr",11,21.25,2013,21,15,6,0.75,0.862068965517241,25.625,-0.625,-2.4390243902439,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-12,2,27,"Apr",12,0.25,2013,0,15,8,1,1,25.75,1.25,4.85436893203883,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-12,0,25,"Apr",12,3.25,2013,3,15,2,0.25,0.925925925925926,25.75,-0.75,-2.9126213592233,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-12,6,24,"Apr",12,6.25,2013,6,15,1,0.125,0.888888888888889,25.75,-1.75,-6.79611650485437,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-12,0,26,"Apr",12,9.25,2013,9,15,3,0.875,0.962962962962963,25.75,0.25,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-12,0,26,"Apr",12,12.25,2013,12,15,4,0.875,0.962962962962963,25.75,0.25,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-12,0,26,"Apr",12,15.25,2013,15,15,5,0.875,0.962962962962963,25.75,0.25,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-12,0,26,"Apr",12,18.25,2013,18,15,6,0.875,0.962962962962963,25.75,0.25,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-12,0,26,"Apr",12,21.25,2013,21,15,7,0.875,0.962962962962963,25.75,0.25,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-13,0,27,"Apr",13,0.25,2013,0,15,5,0.625,0.84375,26.875,0.125,0.465116279069767,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-13,-1,24,"Apr",13,3.25,2013,3,15,1,0.25,0.75,26.875,-2.875,-10.6976744186047,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-13,0,25,"Apr",13,6.25,2013,6,15,3,0.375,0.78125,26.875,-1.875,-6.97674418604651,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-13,0,24,"Apr",13,9.25,2013,9,15,2,0.25,0.75,26.875,-2.875,-10.6976744186047,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-13,0,29,"Apr",13,12.25,2013,12,15,7,0.875,0.90625,26.875,2.125,7.90697674418605,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-13,0,26,"Apr",13,15.25,2013,15,15,4,0.5,0.8125,26.875,-0.875,-3.25581395348837,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-13,0,32,"Apr",13,18.25,2013,18,15,8,1,1,26.875,5.125,19.0697674418605,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-13,1,28,"Apr",13,21.25,2013,21,15,6,0.75,0.875,26.875,1.125,4.18604651162791,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-14,0,29,"Apr",14,0.25,2013,0,15,5,0.75,0.90625,28.5,0.5,1.75438596491228,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-14,3,27,"Apr",14,3.25,2013,3,15,1,0.5,0.84375,28.5,-1.5,-5.26315789473684,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-14,1,27,"Apr",14,6.25,2013,6,15,2,0.5,0.84375,28.5,-1.5,-5.26315789473684,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-14,2,27,"Apr",14,9.25,2013,9,15,3,0.5,0.84375,28.5,-1.5,-5.26315789473684,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-14,0,32,"Apr",14,12.25,2013,12,15,8,1,1,28.5,3.5,12.280701754386,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-14,0,29,"Apr",14,15.25,2013,15,15,6,0.75,0.90625,28.5,0.5,1.75438596491228,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-14,0,30,"Apr",14,18.25,2013,18,15,7,0.875,0.9375,28.5,1.5,5.26315789473684,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-14,6,27,"Apr",14,21.25,2013,21,15,4,0.5,0.84375,28.5,-1.5,-5.26315789473684,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-15,2,26,"Apr",15,0.25,2013,0,15,1,0.25,0.787878787878788,29.25,-3.25,-11.1111111111111,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-15,0,26,"Apr",15,3.25,2013,3,15,2,0.25,0.787878787878788,29.25,-3.25,-11.1111111111111,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-15,4,33,"Apr",15,6.25,2013,6,15,8,1,1,29.25,3.75,12.8205128205128,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-15,2,30,"Apr",15,9.25,2013,9,15,5,0.75,0.909090909090909,29.25,0.75,2.56410256410256,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-15,0,30,"Apr",15,12.25,2013,12,15,6,0.75,0.909090909090909,29.25,0.75,2.56410256410256,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-15,1,29,"Apr",15,15.25,2013,15,15,3,0.5,0.878787878787879,29.25,-0.25,-0.854700854700855,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-15,2,31,"Apr",15,18.25,2013,18,15,7,0.875,0.939393939393939,29.25,1.75,5.98290598290598,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-15,-2,29,"Apr",15,21.25,2013,21,15,4,0.5,0.878787878787879,29.25,-0.25,-0.854700854700855,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-16,-1,29,"Apr",16,0.25,2013,0,15,1,0.25,0.878787878787879,31,-2,-6.45161290322581,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-16,2,29,"Apr",16,3.25,2013,3,15,2,0.25,0.878787878787879,31,-2,-6.45161290322581,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-16,0,30,"Apr",16,6.25,2013,6,15,3,0.5,0.909090909090909,31,-1,-3.2258064516129,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-16,0,32,"Apr",16,9.25,2013,9,15,5,0.75,0.96969696969697,31,1,3.2258064516129,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-16,1,32,"Apr",16,12.25,2013,12,15,6,0.75,0.96969696969697,31,1,3.2258064516129,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-16,0,33,"Apr",16,15.25,2013,15,15,7,1,1,31,2,6.45161290322581,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-16,1,33,"Apr",16,18.25,2013,18,15,8,1,1,31,2,6.45161290322581,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-16,0,30,"Apr",16,21.25,2013,21,15,4,0.5,0.909090909090909,31,-1,-3.2258064516129,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-17,4,31,"Apr",17,0.25,2013,0,15,7,0.875,0.885714285714286,29.25,1.75,5.98290598290598,348.041818181818,0.16676656357538,"Dry Season","250-500 (cfs)"
"G381",2013-04-17,0,29,"Apr",17,3.25,2013,3,15,5,0.625,0.828571428571429,29.25,-0.25,-0.854700854700855,0,0,"Dry Season","0-1 (cfs)"
"G381",2013-04-17,0,25,"Apr",17,6.25,2013,6,15,1,0.125,0.714285714285714,29.25,-4.25,-14.5299145299145,710.734545454545,0.340553208171799,"Dry Season","500-1000 (cfs)"
"G381",2013-04-17,3,30,"Apr",17,9.25,2013,9,15,6,0.75,0.857142857142857,29.25,0.75,2.56410256410256,629.836470588235,0.301790354857803,"Dry Season","500-1000 (cfs)"
"G381",2013-04-17,0,28,"Apr",17,12.25,2013,12,15,2,0.5,0.8,29.25,-1.25,-4.27350427350427,523.821111111111,0.250992386732684,"Dry Season","500-1000 (cfs)"
"G381",2013-04-17,3,28,"Apr",17,15.25,2013,15,15,3,0.5,0.8,29.25,-1.25,-4.27350427350427,13.6494736842105,0.00654023655208938,"Dry Season","1-100 (cfs)"
"G381",2013-04-17,0,35,"Apr",17,18.25,2013,18,15,8,1,1,29.25,5.75,19.6581196581197,14.7766666666667,0.00708033860405686,"Dry Season","1-100 (cfs)"
"G381",2013-04-17,3,28,"Apr",17,21.25,2013,21,15,4,0.5,0.8,29.25,-1.25,-4.27350427350427,671.63125,0.321816602779109,"Dry Season","500-1000 (cfs)"
"G381",2013-04-18,0,28,"Apr",18,0.25,2013,0,15,4,0.571428571428571,0.903225806451613,28.2857142857143,-0.285714285714285,-1.01010101010101,531.561818181818,0.254701398266324,"Dry Season","500-1000 (cfs)"
"G381",2013-04-18,0,27,"Apr",18,3.25,2013,3,15,2,0.428571428571429,0.870967741935484,28.2857142857143,-1.28571428571428,-4.54545454545454,608.862857142857,0.291740707782874,"Dry Season","500-1000 (cfs)"
"G381",2013-04-18,3,25,"Apr",18,6.25,2013,6,15,1,0.142857142857143,0.806451612903226,28.2857142857143,-3.28571428571428,-11.6161616161616,589.3425,0.282387398179205,"Dry Season","500-1000 (cfs)"
"G381",2013-04-18,0,27,"Apr",18,9.25,2013,9,15,3,0.428571428571429,0.870967741935484,28.2857142857143,-1.28571428571428,-4.54545454545454,597.325,0.286212266411116,"Dry Season","500-1000 (cfs)"
"G381",2013-04-18,3,31,"Apr",18,15.25,2013,15,15,6,1,1,28.2857142857143,2.71428571428572,9.5959595959596,647.556666666667,0.310281105254752,"Dry Season","500-1000 (cfs)"
"G381",2013-04-18,0,31,"Apr",18,18.25,2013,18,15,7,1,1,28.2857142857143,2.71428571428572,9.5959595959596,602.625,0.288751796837566,"Dry Season","500-1000 (cfs)"
"G381",2013-04-18,3,29,"Apr",18,21.25,2013,21,15,5,0.714285714285714,0.935483870967742,28.2857142857143,0.714285714285715,2.52525252525253,529.188,0.253563967417345,"Dry Season","500-1000 (cfs)"
"G381",2013-04-19,5,27,"Apr",19,0.25,2013,0,15,4,0.8,0.964285714285714,26.2,0.800000000000001,3.05343511450382,139.545714285714,0.0668642617564515,"Dry Season","100-250 (cfs)"
"G381",2013-04-19,6,25,"Apr",19,3.25,2013,3,15,1,0.4,0.892857142857143,26.2,-1.2,-4.58015267175572,461.00875,0.220895424053666,"Dry Season","250-500 (cfs)"
"G381",2013-04-19,5,25,"Apr",19,6.25,2013,6,15,2,0.4,0.892857142857143,26.2,-1.2,-4.58015267175572,435.3175,0.208585289889794,"Dry Season","250-500 (cfs)"
"G381",2013-04-19,-1,26,"Apr",19,9.25,2013,9,15,3,0.6,0.928571428571429,26.2,-0.199999999999999,-0.763358778625951,510.6275,0.244670579779588,"Dry Season","500-1000 (cfs)"
"G381",2013-04-19,0,28,"Apr",19,12.25,2013,12,15,5,1,1,26.2,1.8,6.87022900763359,416.172857142857,0.199412006297488,"Dry Season","250-500 (cfs)"
"G381",2014-02-13,0,12,"Feb",13,17.75,2014,17,45,1,0.333333333333333,0.923076923076923,12.6666666666667,-0.666666666666666,-5.26315789473684,733.590652173913,0.35150486448199,"Dry Season","500-1000 (cfs)"
"G381",2014-02-13,0,13,"Feb",13,20.75,2014,20,45,2,1,1,12.6666666666667,0.333333333333334,2.63157894736843,704.113846153846,0.337380855847554,"Dry Season","500-1000 (cfs)"
"G381",2014-02-13,0,13,"Feb",13,23.75,2014,23,45,3,1,1,12.6666666666667,0.333333333333334,2.63157894736843,649.362307692308,0.311146290221518,"Dry Season","500-1000 (cfs)"
"G381",2014-02-14,3,12,"Feb",14,2.75,2014,2,45,4,1,1,11.1428571428571,0.857142857142858,7.6923076923077,650.530714285714,0.311706140050654,"Dry Season","500-1000 (cfs)"
"G381",2014-02-14,0,11,"Feb",14,5.75,2014,5,45,3,0.428571428571429,0.916666666666667,11.1428571428571,-0.142857142857142,-1.28205128205128,685.219090909091,0.328327307575032,"Dry Season","500-1000 (cfs)"
"G381",2014-02-14,0,12,"Feb",14,8.75,2014,8,45,5,1,1,11.1428571428571,0.857142857142858,7.6923076923077,928.954,0.445114518447532,"Dry Season","500-1000 (cfs)"
"G381",2014-02-14,1,12,"Feb",14,11.75,2014,11,45,6,1,1,11.1428571428571,0.857142857142858,7.6923076923077,919.600714285714,0.440632829077966,"Dry Season","500-1000 (cfs)"
"G381",2014-02-14,2,12,"Feb",14,14.75,2014,14,45,7,1,1,11.1428571428571,0.857142857142858,7.6923076923077,912.359090909091,0.437162956832339,"Dry Season","500-1000 (cfs)"
"G381",2014-02-14,0,9,"Feb",14,17.75,2014,17,45,1,0.142857142857143,0.75,11.1428571428571,-2.14285714285714,-19.2307692307692,780.56,0.374010541447053,"Dry Season","500-1000 (cfs)"
"G381",2014-02-14,0,10,"Feb",14,23.75,2014,23,45,2,0.285714285714286,0.833333333333333,11.1428571428571,-1.14285714285714,-10.2564102564103,662.033076923077,0.317217573992849,"Dry Season","500-1000 (cfs)"
"G381",2014-02-15,0,10,"Feb",15,2.75,2014,2,45,2,1,1,9.875,0.125,1.26582278481013,644.642,0.308884523239099,"Dry Season","500-1000 (cfs)"
"G381",2014-02-15,2,10,"Feb",15,5.75,2014,5,45,3,1,1,9.875,0.125,1.26582278481013,639.054166666667,0.306207075547037,"Dry Season","500-1000 (cfs)"
"G381",2014-02-15,1,10,"Feb",15,8.75,2014,8,45,4,1,1,9.875,0.125,1.26582278481013,617.611176470588,0.295932523464585,"Dry Season","500-1000 (cfs)"
"G381",2014-02-15,0,10,"Feb",15,11.75,2014,11,45,5,1,1,9.875,0.125,1.26582278481013,604.457777777778,0.289629984560507,"Dry Season","500-1000 (cfs)"
"G381",2014-02-15,0,10,"Feb",15,14.75,2014,14,45,6,1,1,9.875,0.125,1.26582278481013,382.9544,0.183495160517489,"Dry Season","250-500 (cfs)"
"G381",2014-02-15,1,10,"Feb",15,17.75,2014,17,45,7,1,1,9.875,0.125,1.26582278481013,406.826875,0.19493381648299,"Dry Season","250-500 (cfs)"
"G381",2014-02-15,0,10,"Feb",15,20.75,2014,20,45,8,1,1,9.875,0.125,1.26582278481013,374.799285714286,0.179587582996783,"Dry Season","250-500 (cfs)"
"G381",2014-02-15,0,9,"Feb",15,23.75,2014,23,45,1,0.125,0.9,9.875,-0.875,-8.86075949367089,350.537333333333,0.16796230634084,"Dry Season","250-500 (cfs)"
"G381",2014-02-16,0,11,"Feb",16,2.75,2014,2,45,5,0.75,0.916666666666667,10.375,0.625,6.02409638554217,494.241547619048,0.236819141168686,"Dry Season","250-500 (cfs)"
"G381",2014-02-16,0,9,"Feb",16,5.75,2014,5,45,2,0.25,0.75,10.375,-1.375,-13.2530120481928,597.393846153846,0.286245254505916,"Dry Season","500-1000 (cfs)"
"G381",2014-02-16,0,8,"Feb",16,8.75,2014,8,45,1,0.125,0.666666666666667,10.375,-2.375,-22.8915662650602,733.0825,0.351261379971251,"Dry Season","500-1000 (cfs)"
"G381",2014-02-16,0,12,"Feb",16,11.75,2014,11,45,7,1,1,10.375,1.625,15.6626506024096,518.68375,0.248530785816962,"Dry Season","500-1000 (cfs)"
"G381",2014-02-16,0,10,"Feb",16,14.75,2014,14,45,3,0.5,0.833333333333333,10.375,-0.375,-3.6144578313253,549.645,0.263366075706756,"Dry Season","500-1000 (cfs)"
"G381",2014-02-16,0,11,"Feb",16,17.75,2014,17,45,6,0.75,0.916666666666667,10.375,0.625,6.02409638554217,175.326,0.0840086248203162,"Dry Season","100-250 (cfs)"
"G381",2014-02-16,0,12,"Feb",16,20.75,2014,20,45,8,1,1,10.375,1.625,15.6626506024096,176.190625,0.0844229156684236,"Dry Season","100-250 (cfs)"
"G381",2014-02-16,0,10,"Feb",16,23.75,2014,23,45,4,0.5,0.833333333333333,10.375,-0.375,-3.6144578313253,511.315714285714,0.245000342254774,"Dry Season","500-1000 (cfs)"
"G381",2014-02-17,0,10,"Feb",17,2.75,2014,2,45,2,0.375,0.714285714285714,11.25,-1.25,-11.1111111111111,468.187,0.224334930522281,"Dry Season","250-500 (cfs)"
"G381",2014-02-17,0,9,"Feb",17,5.75,2014,5,45,1,0.125,0.642857142857143,11.25,-2.25,-20,439.347857142857,0.210516462454651,"Dry Season","250-500 (cfs)"
"G381",2014-02-17,0,11,"Feb",17,8.75,2014,8,45,4,0.625,0.785714285714286,11.25,-0.25,-2.22222222222222,222.986666666667,0.106845551828781,"Dry Season","100-250 (cfs)"
"G381",2014-02-17,1,13,"Feb",17,11.75,2014,11,45,7,0.875,0.928571428571429,11.25,1.75,15.5555555555556,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-17,1,10,"Feb",17,14.75,2014,14,45,3,0.375,0.714285714285714,11.25,-1.25,-11.1111111111111,416.953636363636,0.199786121880037,"Dry Season","250-500 (cfs)"
"G381",2014-02-17,0,11,"Feb",17,17.75,2014,17,45,5,0.625,0.785714285714286,11.25,-0.25,-2.22222222222222,348.777647058824,0.167119140900251,"Dry Season","250-500 (cfs)"
"G381",2014-02-17,0,12,"Feb",17,20.75,2014,20,45,6,0.75,0.857142857142857,11.25,0.75,6.66666666666667,294.357727272727,0.14104347257917,"Dry Season","250-500 (cfs)"
"G381",2014-02-17,0,14,"Feb",17,23.75,2014,23,45,8,1,1,11.25,2.75,24.4444444444444,278.249333333333,0.133325027950807,"Dry Season","250-500 (cfs)"
"G381",2014-02-18,0,12,"Feb",18,2.75,2014,2,45,4,0.625,0.857142857142857,12.125,-0.125,-1.03092783505155,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-18,0,11,"Feb",18,5.75,2014,5,45,1,0.375,0.785714285714286,12.125,-1.125,-9.27835051546392,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-18,0,13,"Feb",18,8.75,2014,8,45,6,0.875,0.928571428571429,12.125,0.875,7.21649484536082,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-18,0,13,"Feb",18,11.75,2014,11,45,7,0.875,0.928571428571429,12.125,0.875,7.21649484536082,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-18,0,14,"Feb",18,14.75,2014,14,45,8,1,1,12.125,1.875,15.4639175257732,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-18,0,11,"Feb",18,17.75,2014,17,45,2,0.375,0.785714285714286,12.125,-1.125,-9.27835051546392,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-18,0,11,"Feb",18,20.75,2014,20,45,3,0.375,0.785714285714286,12.125,-1.125,-9.27835051546392,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-18,0,12,"Feb",18,23.75,2014,23,45,5,0.625,0.857142857142857,12.125,-0.125,-1.03092783505155,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-19,0,11,"Feb",19,2.75,2014,2,45,1,0.25,0.733333333333333,12.875,-1.875,-14.5631067961165,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-19,1,12,"Feb",19,5.75,2014,5,45,3,0.375,0.8,12.875,-0.875,-6.79611650485437,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-19,1,14,"Feb",19,8.75,2014,8,45,6,0.875,0.933333333333333,12.875,1.125,8.7378640776699,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-19,0,14,"Feb",19,11.75,2014,11,45,7,0.875,0.933333333333333,12.875,1.125,8.7378640776699,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-19,0,13,"Feb",19,14.75,2014,14,45,4,0.625,0.866666666666667,12.875,0.125,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-19,2,15,"Feb",19,17.75,2014,17,45,8,1,1,12.875,2.125,16.504854368932,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-19,1,11,"Feb",19,20.75,2014,20,45,2,0.25,0.733333333333333,12.875,-1.875,-14.5631067961165,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-19,1,13,"Feb",19,23.75,2014,23,45,5,0.625,0.866666666666667,12.875,0.125,0.970873786407767,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-20,0,13,"Feb",20,2.75,2014,2,45,1,0.25,0.8125,14.5,-1.5,-10.3448275862069,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-20,0,15,"Feb",20,17.75,2014,17,45,3,0.75,0.9375,14.5,0.5,3.44827586206897,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-20,0,14,"Feb",20,20.75,2014,20,45,2,0.5,0.875,14.5,-0.5,-3.44827586206897,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-20,0,16,"Feb",20,23.75,2014,23,45,4,1,1,14.5,1.5,10.3448275862069,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-21,0,13,"Feb",21,2.75,2014,2,45,1,0.125,0.590909090909091,17.125,-4.125,-24.0875912408759,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-21,NA,16,"Feb",21,5.75,2014,5,45,3,0.5,0.727272727272727,17.125,-1.125,-6.56934306569343,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-21,0,20,"Feb",21,8.75,2014,8,45,7,0.875,0.909090909090909,17.125,2.875,16.7883211678832,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-21,0,22,"Feb",21,11.75,2014,11,45,8,1,1,17.125,4.875,28.4671532846715,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-21,0,16,"Feb",21,14.75,2014,14,45,4,0.5,0.727272727272727,17.125,-1.125,-6.56934306569343,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-21,2,18,"Feb",21,17.75,2014,17,45,6,0.75,0.818181818181818,17.125,0.875,5.10948905109489,0,0,"Dry Season","0-1 (cfs)"
"G381",2014-02-21,0,17,"Feb",21,20.75,2014,20,45,5,0.625,0.772727272727273,17.125,-0.125,-0.72992700729927,0,0,"Dry Season","0-1 (cfs)"
